Row_id,State,Agency_Type,Agency_name,Total_incidents_bias_motivation,Bias_Motivation_Race_Ethnicity_Ancestry,Bias_Motivation_Religion,Bias_Motivation_Sexual_orientation,Bias_Motivation_Disability,Bias_Motivation_Gender,Bias_Motivation_Gender_Identity,Total_incidents_Q1_to_Q4,No_of_incidents_Q1,No_of_incidents_Q2,No_of_incidents_Q3,No_of_incidents_Q4,Population,agency_with_state,agency_with_state_clean,lon,lat
1734,Texas,Cities,Vidor,2,1,1,0,0,0,0,2,0,1,0,1,10875,"Vidor, Texas","Vidor, Texas",-94.0154541,30.1316001
1735,Texas,Cities,Waco3,4,1,2,1,0,0,0,3,0,1,2,0,138091,"Waco3, Texas","Waco3, Texas",-97.1466695,31.549333
1736,Texas,Cities,Watauga,1,1,0,0,0,0,0,1,0,0,0,1,24757,"Watauga, Texas","Watauga, Texas",-97.25473710000001,32.8579056
1737,Texas,Cities,Wichita Falls,2,2,0,0,0,0,0,2,0,0,2,0,104738,"Wichita Falls, Texas","Wichita Falls, Texas",-98.4933873,33.9137085
1738,Texas,Universities and Colleges,Angelo State University,2,1,0,1,0,0,0,2,1,0,1,0,11025,"Angelo State University, Texas","Angelo State University, Texas",-100.4602762,31.4382686
1739,Texas,Universities and Colleges,Stephen F. Austin State University,1,1,0,0,0,0,0,1,0,0,0,1,14493,"Stephen F. Austin State University, Texas","Stephen F. Austin State University, Texas",-94.6464596,31.6215652
1740,Texas,Universities and Colleges,"University of Houston, Central Campus",2,2,0,0,0,0,0,2,1,1,0,0,50293,"University of Houston, Central Campus, Texas","University of Houston, Central Campus, Texas",-95.3422334,29.7199489
1741,Texas,Universities and Colleges,University of Texas: Arlington,1,0,0,1,0,0,0,1,0,0,0,1,59019,"University of Texas: Arlington, Texas","University of Texas, Arlington, Texas",-97.11209140000001,32.7291229
1742,Texas,Universities and Colleges,University of Texas: Houston,2,1,0,0,1,0,0,2,1,0,0,1,6634,"University of Texas: Houston, Texas","University of Texas, Houston, Texas",-95.4032312,29.7031663
1743,Texas,Metropolitan Counties,Brazoria,1,0,0,1,0,0,0,1,0,0,0,1,NA,"Brazoria, Texas","Brazoria, Texas",-95.5691126,29.0444147
1744,Texas,Metropolitan Counties,Chambers,1,0,0,1,0,0,0,1,0,1,0,0,NA,"Chambers, Texas","Chambers, Texas",-94.6863782,29.7524956
1745,Texas,Metropolitan Counties,Fort Bend,2,2,0,0,0,0,0,2,NA,2,0,0,NA,"Fort Bend, Texas","Fort Bend, Texas",-95.81428849999999,29.5692614
1746,Texas,Metropolitan Counties,Hudspeth,48,48,0,0,0,0,0,48,0,14,14,20,NA,"Hudspeth, Texas","Hudspeth, Texas",-105.5943388,31.5707433
1747,Texas,Metropolitan Counties,Liberty,2,2,0,0,0,0,0,2,0,1,0,1,NA,"Liberty, Texas","Liberty, Texas",-94.7954783,30.057993
1748,Texas,Metropolitan Counties,Lubbock,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Lubbock, Texas","Lubbock, Texas",-101.8551665,33.5778631
1749,Texas,Metropolitan Counties,Parker,2,0,1,1,0,0,0,2,1,0,0,1,NA,"Parker, Texas","Parker, Texas",-96.6219376,33.0553975
1750,Texas,Metropolitan Counties,Potter,3,1,1,1,0,0,0,3,0,1,0,2,NA,"Potter, Texas","Potter, Texas",-101.9804613,35.404373
1751,Texas,Metropolitan Counties,Smith,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Smith, Texas","Smith, Texas",-95.3102505,32.3352505
1752,Texas,Metropolitan Counties,Travis,2,0,1,1,0,0,0,2,0,2,0,0,NA,"Travis, Texas","Travis, Texas",-97.0027678,31.1354588
1753,Texas,Metropolitan Counties,Williamson,1,0,0,0,1,0,0,1,0,0,0,1,NA,"Williamson, Texas","Williamson, Texas",-97.69822719999999,30.7591685
1754,Texas,Metropolitan Counties,Wise,1,0,1,0,0,0,0,1,0,0,1,0,NA,"Wise, Texas","Wise, Texas",-97.69822719999999,33.2895861
1755,Texas,Nonmetropolitan Counties,Bee,2,2,0,0,0,0,0,2,0,1,1,0,NA,"Bee, Texas","Bee, Texas",-97.69822719999999,28.3624206
1756,Texas,Nonmetropolitan Counties,Cherokee,4,3,1,0,0,0,0,4,2,0,1,1,NA,"Cherokee, Texas","Cherokee, Texas",-98.7083207,30.9814776
1757,Texas,Nonmetropolitan Counties,Deaf Smith,1,1,0,0,0,0,0,1,NA,0,0,1,NA,"Deaf Smith, Texas","Deaf Smith, Texas",-102.5298028,35.0017354
1758,Texas,Nonmetropolitan Counties,Delta,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Delta, Texas","Delta, Texas",-95.77212039999999,33.3493128
1759,Texas,Nonmetropolitan Counties,Erath,1,0,0,1,0,0,0,1,0,0,1,0,NA,"Erath, Texas","Erath, Texas",-98.2212979,32.17934040000001
1760,Texas,Nonmetropolitan Counties,Floyd,2,2,0,0,0,0,0,2,1,1,0,0,NA,"Floyd, Texas","Floyd, Texas",-96.24497799999999,33.148727
1761,Texas,Nonmetropolitan Counties,Houston,3,2,1,0,0,0,0,3,1,0,1,1,NA,"Houston, Texas","Houston, Texas",-95.3698028,29.7604267
1762,Texas,Nonmetropolitan Counties,Navarro,1,0,1,0,0,0,0,1,1,0,0,0,NA,"Navarro, Texas","Navarro, Texas",-96.3783131,31.99849
1763,Texas,Nonmetropolitan Counties,Ward,1,1,0,0,0,0,0,1,0,0,0,1,NA,"Ward, Texas","Ward, Texas",-103.1279039,31.5395559
1764,Texas,Nonmetropolitan Counties,Washington,1,0,1,0,0,0,0,1,0,1,0,0,NA,"Washington, Texas","Washington, Texas",-96.365157,30.2352956
1765,Texas,Other Agencies,Independent School District: Calhoun County,1,0,1,0,0,0,0,1,1,0,0,0,NA,"Independent School District: Calhoun County, Texas","Independent School District, Calhoun County, Texas",-96.62106109999999,28.4655316
1766,Texas,Other Agencies,Independent School District: Pflugerville,1,0,0,0,0,0,1,1,0,0,0,1,NA,"Independent School District: Pflugerville, Texas","Independent School District, Pflugerville, Texas",-97.5897372,30.4681943
1767,Texas,Other Agencies,Independent School District: Spring Branch,1,1,0,0,0,0,0,1,0,1,0,0,NA,"Independent School District: Spring Branch, Texas","Independent School District, Spring Branch, Texas",-95.5407299,29.7888324
1768,Utah,Cities,Bountiful,1,0,0,1,0,0,0,1,1,0,0,0,44317,"Bountiful, Utah","Bountiful, Utah",-111.880771,40.8893895
1769,Utah,Cities,Clearfield,1,1,0,0,0,0,0,1,0,0,1,0,31558,"Clearfield, Utah","Clearfield, Utah",-112.0260538,41.1107771
1770,Utah,Cities,Draper,1,1,0,0,0,0,0,1,0,0,0,1,46257,"Draper, Utah","Draper, Utah",-111.8638226,40.5246711
1771,Utah,Cities,Farmington,1,0,1,0,0,0,0,1,0,0,0,1,25006,"Farmington, Utah","Farmington, Utah",-111.8874392,40.9804999
1772,Utah,Cities,Hurricane,1,0,1,0,0,0,0,1,1,0,0,0,17676,"Hurricane, Utah","Hurricane, Utah",-113.2899484,37.1752607
1773,Utah,Cities,Layton,4,3,0,0,1,0,0,4,2,0,1,1,78052,"Layton, Utah","Layton, Utah",-111.9710529,41.0602216
1774,Utah,Cities,Price,5,4,1,0,0,0,0,5,2,0,3,0,8201,"Price, Utah","Price, Utah",-110.8107148,39.5994095
1775,Utah,Cities,Salt Lake City,4,2,0,2,0,0,0,4,0,1,2,1,202633,"Salt Lake City, Utah","Salt Lake City, Utah",-111.8910474,40.7607793
1776,Utah,Cities,Saratoga Springs,1,1,0,0,0,0,0,1,0,0,1,0,31786,"Saratoga Springs, Utah","Saratoga Springs, Utah",-111.9044877,40.3301898
1777,Utah,Cities,South Salt Lake,1,1,0,0,0,0,0,1,0,1,0,0,25160,"South Salt Lake, Utah","South Salt Lake, Utah",-111.8882691,40.7188354
1778,Utah,Cities,St. George,1,1,0,0,0,0,0,1,0,1,0,0,86202,"St. George, Utah","St. George, Utah",-113.5684164,37.0965278
1779,Utah,Cities,Vernal,2,1,1,0,0,0,0,2,0,0,0,2,10484,"Vernal, Utah","Vernal, Utah",-109.5287479,40.4555157
1780,Utah,Cities,Washington,1,1,0,0,0,0,0,1,0,0,1,0,27705,"Washington, Utah","Washington, Utah",-113.5082867,37.1305373
1781,Utah,Cities,West Bountiful,2,1,0,1,0,0,0,2,0,0,0,2,5705,"West Bountiful, Utah","West Bountiful, Utah",-111.9018828,40.8938339
1782,Utah,Cities,Woods Cross,1,1,0,0,0,0,0,1,0,0,0,1,11600,"Woods Cross, Utah","Woods Cross, Utah",-111.89216,40.8716119
1783,Utah,Nonmetropolitan Counties,Wayne,1,0,1,0,0,0,0,1,0,1,0,0,NA,"Wayne, Utah","Wayne, Utah",-110.8076084,38.3337024
1784,Utah,State Police Agencies,Utah Highway Patrol,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Utah Highway Patrol, Utah","Utah Highway Patrol, Utah",-111.9569293,40.6714306
1785,Utah,Other Agencies,Utah Transit Authority,4,1,2,0,0,0,1,4,3,0,0,1,NA,"Utah Transit Authority, Utah","Utah Transit Authority, Utah",-111.9121436,40.6925315
1786,Vermont,Cities,Barre,1,1,0,0,0,0,0,1,0,0,0,1,8605,"Barre, Vermont","Barre, Vermont",-72.50204939999999,44.1970055
1787,Vermont,Cities,Barre Town,1,1,0,0,0,0,0,1,0,1,0,0,7693,"Barre Town, Vermont","Barre Town, Vermont",-72.44839069999999,44.1608357
1788,Vermont,Cities,Bellows Falls,1,0,0,1,0,0,0,1,0,1,0,0,2993,"Bellows Falls, Vermont","Bellows Falls, Vermont",-72.44397719999999,43.133411
1789,Vermont,Cities,Brandon,1,1,0,0,0,0,0,1,0,1,0,0,3766,"Brandon, Vermont","Brandon, Vermont",-73.0876119,43.7981195
1790,Vermont,Cities,Brattleboro,3,1,2,0,0,0,0,3,0,0,2,1,11410,"Brattleboro, Vermont","Brattleboro, Vermont",-72.5578678,42.8509152
1791,Vermont,Cities,Burlington,8,7,1,0,0,0,0,8,5,1,1,1,42212,"Burlington, Vermont","Burlington, Vermont",-73.21207199999999,44.4758825
1792,Vermont,Cities,Essex,1,1,0,0,0,0,0,1,0,0,1,0,21803,"Essex, Vermont","Essex, Vermont",-73.1112433,44.4905054
1793,Vermont,Cities,Hartford,1,1,0,0,0,0,0,1,0,1,0,0,9567,"Hartford, Vermont","Hartford, Vermont",-72.3696992,43.6637411
1794,Vermont,Cities,Lyndonville,1,1,0,0,0,0,0,1,1,0,0,0,1157,"Lyndonville, Vermont","Lyndonville, Vermont",-72.0031514,44.5336665
1795,Vermont,Cities,Milton,1,0,0,0,1,0,0,1,0,0,1,0,11024,"Milton, Vermont","Milton, Vermont",-73.11039079999999,44.63974049999999
1796,Vermont,Cities,Montpelier,1,1,0,0,0,0,0,1,0,0,0,1,7434,"Montpelier, Vermont","Montpelier, Vermont",-72.5753869,44.26005929999999
1797,Vermont,Cities,Morristown,2,1,1,0,0,0,0,2,0,1,1,0,5450,"Morristown, Vermont","Morristown, Vermont",-72.6237275,44.5572744
1798,Vermont,Cities,South Burlington,3,1,2,0,0,0,0,3,2,0,1,0,19318,"South Burlington, Vermont","South Burlington, Vermont",-73.1709604,44.4669941
1799,Vermont,Cities,Springfield,1,1,0,0,0,0,0,1,1,0,0,0,8864,"Springfield, Vermont","Springfield, Vermont",-72.4823117,43.2984078
1800,Vermont,Cities,St. Albans,1,1,0,0,0,0,0,1,0,0,0,1,6777,"St. Albans, Vermont","St. Albans, Vermont",-73.0835582,44.8107132
1801,Vermont,Cities,St. Johnsbury,1,1,0,0,0,0,0,1,0,1,0,0,7158,"St. Johnsbury, Vermont","St. Johnsbury, Vermont",-72.0151184,44.4192627
1802,Vermont,Cities,Stowe,1,1,0,0,0,0,0,1,0,1,0,0,4495,"Stowe, Vermont","Stowe, Vermont",-72.6874023,44.4654332
1803,Vermont,Cities,Swanton,1,0,1,0,0,0,0,1,0,1,0,0,6560,"Swanton, Vermont","Swanton, Vermont",-73.1242977,44.9180982
1804,Vermont,Cities,Williston,2,1,1,0,0,0,0,2,1,0,1,0,9778,"Williston, Vermont","Williston, Vermont",-73.099194,44.4454432
1805,Vermont,Cities,Winhall,3,3,0,0,0,0,0,3,0,0,3,0,730,"Winhall, Vermont","Winhall, Vermont",-72.9133169,43.1558097
1806,Vermont,Universities and Colleges,University of Vermont,4,1,2,1,0,0,0,4,4,0,0,0,15069,"University of Vermont, Vermont","University of Vermont, Vermont",-73.1964637,44.4778528
1807,Vermont,Metropolitan Counties,Chittenden,1,1,0,0,0,0,0,1,0,1,0,0,NA,"Chittenden, Vermont","Chittenden, Vermont",-72.9428417,43.7271064
1808,Vermont,Nonmetropolitan Counties,Windham,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Windham, Vermont","Windham, Vermont",-72.7234481,43.1734338
1809,Vermont,State Police Agencies,State Police: Middlesex,1,0,0,1,0,0,0,1,0,0,1,0,NA,"State Police: Middlesex, Vermont","Middlesex, Vermont",-72.6907694,44.3008754
1810,Vermont,State Police Agencies,State Police: Rutland,1,1,0,0,0,0,0,1,0,0,1,0,NA,"State Police: Rutland, Vermont","Rutland, Vermont",-72.9772831,43.6357137
1811,Vermont,State Police Agencies,State Police: Shaftsbury,1,0,1,0,0,0,0,1,0,0,1,0,NA,"State Police: Shaftsbury, Vermont","Shaftsbury, Vermont",-73.2071072,42.9535285
1812,Vermont,State Police Agencies,Vermont State Police Headquarters Bureau of Criminal Investigations,1,1,0,0,0,0,0,1,0,1,0,0,NA,"Vermont State Police Headquarters Bureau of Criminal Investigations, Vermont","Vermont State Police Headquarters Bureau of Criminal Investigations, Vermont",-72.7511732,44.33078099999999
1813,Virginia,Cities,Alexandria,2,2,0,0,0,0,0,2,0,1,0,1,162588,"Alexandria, Virginia","Alexandria, Virginia",-77.0469214,38.8048355
1814,Virginia,Cities,Bristol,1,0,1,0,0,0,0,1,0,0,0,1,16613,"Bristol, Virginia","Bristol, Virginia",-82.1887368,36.595142
1815,Virginia,Cities,Charlottesville,5,4,1,0,0,0,0,5,1,0,3,1,48585,"Charlottesville, Virginia","Charlottesville, Virginia",-78.47667810000002,38.0293059
1816,Virginia,Cities,Chesapeake,2,2,0,0,0,0,0,2,0,0,0,2,242310,"Chesapeake, Virginia","Chesapeake, Virginia",-76.2874927,36.7682088
1817,Virginia,Cities,Fairfax City,1,1,0,0,0,0,0,1,1,0,0,0,24259,"Fairfax City, Virginia","Fairfax City, Virginia",-77.30637329999999,38.84622359999999
1818,Virginia,Cities,Falls Church,1,1,0,0,0,0,0,1,0,0,0,1,14884,"Falls Church, Virginia","Falls Church, Virginia",-77.1710914,38.88233400000001
1819,Virginia,Cities,Front Royal,1,0,0,1,0,0,0,1,0,1,0,0,15356,"Front Royal, Virginia","Front Royal, Virginia",-78.1944446,38.9181671
1820,Virginia,Cities,Hampton,3,1,0,1,1,0,0,3,0,1,1,1,133965,"Hampton, Virginia","Hampton, Virginia",-76.34522179999999,37.0298687
1821,Virginia,Cities,Middleburg,1,1,0,0,0,0,0,1,0,0,0,1,879,"Middleburg, Virginia","Middleburg, Virginia",-77.7355496,38.9687211
1822,Virginia,Cities,Newport News,5,4,0,1,0,0,0,5,2,0,1,2,178734,"Newport News, Virginia","Newport News, Virginia",-76.4730122,37.0870821
1823,Virginia,Cities,Orange,1,1,0,0,0,0,0,1,1,0,0,0,5016,"Orange, Virginia","Orange, Virginia",-78.1108342,38.2454106
1824,Virginia,Cities,Petersburg,1,0,0,0,1,0,0,1,0,0,0,1,31568,"Petersburg, Virginia","Petersburg, Virginia",-77.40192669999999,37.2279279
1825,Virginia,Cities,Suffolk,1,1,0,0,0,0,0,1,0,0,1,0,90817,"Suffolk, Virginia","Suffolk, Virginia",-76.5835621,36.7282054
1826,Virginia,Cities,Vienna,1,1,0,0,0,0,0,1,1,0,0,0,16660,"Vienna, Virginia","Vienna, Virginia",-77.2652604,38.9012225
1827,Virginia,Cities,Virginia Beach,2,1,1,0,0,0,0,2,0,0,1,1,451001,"Virginia Beach, Virginia","Virginia Beach, Virginia",-75.97798499999999,36.8529263
1828,Virginia,Cities,Williamsburg,1,0,1,0,0,0,0,1,0,0,0,1,15191,"Williamsburg, Virginia","Williamsburg, Virginia",-76.7074571,37.2707022
1829,Virginia,Universities and Colleges,George Mason University,2,2,0,0,0,0,0,2,1,0,0,1,46266,"George Mason University, Virginia","George Mason University, Virginia",-77.3073606,38.8298118
1830,Virginia,Universities and Colleges,Northern Virginia Community College,3,2,1,0,0,0,0,3,0,0,2,1,74283,"Northern Virginia Community College, Virginia","Northern Virginia Community College, Virginia",-77.23646160000001,38.8333664
1831,Virginia,Universities and Colleges,Old Dominion University,2,0,0,2,0,0,0,2,0,1,1,0,28758,"Old Dominion University, Virginia","Old Dominion University, Virginia",-76.304239,36.8841106
1832,Virginia,Universities and Colleges,University of Mary Washington,1,0,0,0,1,0,0,1,0,0,0,1,5276,"University of Mary Washington, Virginia","University of Mary Washington, Virginia",-77.4742261,38.3025984
1833,Virginia,Universities and Colleges,University of Virginia,3,1,1,0,1,0,0,3,0,2,1,0,27960,"University of Virginia, Virginia","University of Virginia, Virginia",-78.5079772,38.0335529
1834,Virginia,Universities and Colleges,Virginia Commonwealth University,1,1,0,0,0,0,0,1,0,0,0,1,34271,"Virginia Commonwealth University, Virginia","Virginia Commonwealth University, Virginia",-77.4526805,37.5483122
1835,Virginia,Metropolitan Counties,Albemarle County Police Department,2,1,0,0,1,0,0,2,0,0,0,2,NA,"Albemarle County Police Department, Virginia","Albemarle County Police Department, Virginia",-78.51721040000001,38.0049875
1836,Virginia,Metropolitan Counties,Arlington County Police Department,5,4,0,1,0,0,0,5,2,0,1,2,NA,"Arlington County Police Department, Virginia","Arlington County Police Department, Virginia",-77.0832557,38.8897592
1837,Virginia,Metropolitan Counties,Bedford,3,1,0,0,2,0,0,3,0,0,0,3,NA,"Bedford, Virginia","Bedford, Virginia",-79.52308769999999,37.3343079
1838,Virginia,Metropolitan Counties,Campbell,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Campbell, Virginia","Campbell, Virginia",-79.1096901,37.221014
1839,Virginia,Metropolitan Counties,Chesterfield County Police Department,7,4,3,0,0,0,0,7,3,2,1,1,NA,"Chesterfield County Police Department, Virginia","Chesterfield County Police Department, Virginia",-77.5077673,37.3763038
1840,Virginia,Metropolitan Counties,Dinwiddie,3,2,1,0,0,0,0,3,2,0,0,1,NA,"Dinwiddie, Virginia","Dinwiddie, Virginia",-77.5857056,37.0774889
1841,Virginia,Metropolitan Counties,Fairfax County Police Department,26,16,5,5,0,0,0,26,3,4,11,8,NA,"Fairfax County Police Department, Virginia","Fairfax County Police Department, Virginia",-77.30690179999999,38.84659140000001
1842,Virginia,Metropolitan Counties,Fluvanna,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Fluvanna, Virginia","Fluvanna, Virginia",-78.24761459999999,37.8532863
1843,Virginia,Metropolitan Counties,Franklin,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Franklin, Virginia","Franklin, Virginia",-76.9224608,36.6776507
1844,Virginia,Metropolitan Counties,Frederick,1,0,0,1,0,0,0,1,0,1,0,0,NA,"Frederick, Virginia","Frederick, Virginia",-78.2601024,39.2096441
1845,Virginia,Metropolitan Counties,Giles,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Giles, Virginia","Giles, Virginia",-80.6770787,37.3132885
1846,Virginia,Metropolitan Counties,Gloucester,2,1,0,1,0,0,0,2,1,0,0,1,NA,"Gloucester, Virginia","Gloucester, Virginia",-76.5025742,37.4128281
1847,Virginia,Metropolitan Counties,Henrico County Police Department,2,2,0,0,0,0,0,2,0,1,1,0,NA,"Henrico County Police Department, Virginia","Henrico County Police Department, Virginia",-77.52820849999999,37.6301234
1848,Virginia,Metropolitan Counties,King William,1,0,0,0,0,1,0,1,1,0,0,0,NA,"King William, Virginia","King William, Virginia",-77.01368389999999,37.6871635
1849,Virginia,Metropolitan Counties,Loudoun,20,13,6,1,0,0,0,20,8,3,1,8,NA,"Loudoun, Virginia","Loudoun, Virginia",-77.6536125,39.076767
1850,Virginia,Metropolitan Counties,Nelson,1,1,0,0,0,0,0,1,0,1,0,0,NA,"Nelson, Virginia","Nelson, Virginia",-78.7047266,36.5623628
1851,Virginia,Metropolitan Counties,Prince William County Police Department,7,5,2,0,0,0,0,7,3,2,0,2,NA,"Prince William County Police Department, Virginia","Prince William County Police Department, Virginia",-77.35930069999999,38.6857086
1852,Virginia,Metropolitan Counties,Pulaski,1,0,0,1,0,0,0,1,0,0,1,0,NA,"Pulaski, Virginia","Pulaski, Virginia",-80.7797935,37.0478982
1853,Virginia,Metropolitan Counties,Roanoke County Police Department,1,1,0,0,0,0,0,1,0,1,0,0,NA,"Roanoke County Police Department, Virginia","Roanoke County Police Department, Virginia",-80.02146359999999,37.3216137
1854,Virginia,Metropolitan Counties,Rockingham,2,0,0,2,0,0,0,2,0,1,1,0,NA,"Rockingham, Virginia","Rockingham, Virginia",-78.8835548,38.5825919
1855,Virginia,Metropolitan Counties,Southampton,1,0,0,1,0,0,0,1,0,0,1,0,NA,"Southampton, Virginia","Southampton, Virginia",-77.10249019999999,36.6788512
1856,Virginia,Metropolitan Counties,Spotsylvania,3,2,1,0,0,0,0,3,0,0,1,2,NA,"Spotsylvania, Virginia","Spotsylvania, Virginia",-77.6077865,38.204165
1857,Virginia,Metropolitan Counties,Stafford,2,1,0,1,0,0,0,2,0,1,1,0,NA,"Stafford, Virginia","Stafford, Virginia",-77.4083086,38.4220687
1858,Virginia,Metropolitan Counties,York,1,0,0,1,0,0,0,1,0,0,1,0,NA,"York, Virginia","York, Virginia",-76.3868797,37.2103925
1859,Virginia,Nonmetropolitan Counties,Accomack,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Accomack, Virginia","Accomack, Virginia",-75.8069082,37.7063323
1860,Virginia,Nonmetropolitan Counties,Page,1,0,1,0,0,0,0,1,1,0,0,0,NA,"Page, Virginia","Page, Virginia",-78.52065,38.63013309999999
1861,Virginia,Nonmetropolitan Counties,Surry,1,0,0,1,0,0,0,1,0,0,1,0,NA,"Surry, Virginia","Surry, Virginia",-76.8352384,37.1379265
1862,Virginia,State Police Agencies,State Police: Amherst County,1,0,0,0,1,0,0,1,0,1,0,0,NA,"State Police: Amherst County, Virginia","Amherst County, Virginia",-78.8688461,37.3618208
1863,Virginia,State Police Agencies,State Police: Fairfax County,1,0,0,0,1,0,0,1,0,0,0,1,NA,"State Police: Fairfax County, Virginia","Fairfax County, Virginia",-77.3744644,38.849331
1864,Virginia,State Police Agencies,State Police: Virginia Beach,1,0,0,1,0,0,0,1,0,0,0,1,NA,"State Police: Virginia Beach, Virginia","Virginia Beach, Virginia",-76.1838123,36.8470258
1865,Virginia,State Police Agencies,State Police: Winchester,1,0,0,1,0,0,0,1,0,0,0,1,NA,"State Police: Winchester, Virginia","Winchester, Virginia",-78.19446649999999,39.1253172
1866,Washington,Cities,Airway Heights,1,1,0,0,0,0,0,1,1,0,0,0,9085,"Airway Heights, Washington","Airway Heights, Washington",-117.5932727,47.644611
1867,Washington,Cities,Auburn,4,4,0,0,0,0,0,4,3,0,0,1,72392,"Auburn, Washington","Auburn, Washington",-122.2284532,47.30732279999999
1868,Washington,Cities,Bellevue,8,3,2,3,0,0,0,8,2,3,2,1,146913,"Bellevue, Washington","Bellevue, Washington",-122.2015159,47.6101497
1869,Washington,Cities,Bellingham,6,1,4,0,1,0,0,6,2,2,1,1,90208,"Bellingham, Washington","Bellingham, Washington",-122.4786854,48.7519112
1870,Washington,Cities,Bothell,1,0,0,0,0,0,1,1,0,1,0,0,28325,"Bothell, Washington","Bothell, Washington",-122.2054452,47.76011099999999
1871,Washington,Cities,Castle Rock,1,0,0,1,0,0,0,1,0,0,0,1,2251,"Castle Rock, Washington","Castle Rock, Washington",-122.9076141,46.275111
1872,Washington,Cities,Centralia,3,2,0,1,0,0,0,3,0,2,1,0,17299,"Centralia, Washington","Centralia, Washington",-122.9542972,46.7162136
1873,Washington,Cities,Cheney,1,1,0,0,0,0,0,1,0,0,1,0,12715,"Cheney, Washington","Cheney, Washington",-117.5757622,47.4873895
1874,Washington,Cities,Clarkston,1,1,0,0,0,0,0,1,1,0,0,0,7417,"Clarkston, Washington","Clarkston, Washington",-117.0451581,46.4162723
1875,Washington,Cities,Dupont,1,1,0,0,0,0,0,1,0,0,1,0,9678,"Dupont, Washington","Dupont, Washington",-122.6447891,47.10032229999999
1876,Washington,Cities,Edgewood,1,1,0,0,0,0,0,1,0,1,0,0,11510,"Edgewood, Washington","Edgewood, Washington",-122.293732,47.25010049999999
1877,Washington,Cities,Edmonds,3,2,1,0,0,0,0,3,2,1,0,0,42565,"Edmonds, Washington","Edmonds, Washington",-122.3773551,47.8106521
1878,Washington,Cities,Everett,7,7,0,0,0,0,0,7,2,2,1,2,111091,"Everett, Washington","Everett, Washington",-122.2020795,47.9789848
1879,Washington,Cities,Fircrest,1,1,0,0,0,0,0,1,0,0,1,0,6839,"Fircrest, Washington","Fircrest, Washington",-122.5159586,47.2395428
1880,Washington,Cities,Issaquah,3,1,0,2,0,0,0,3,0,3,0,0,38606,"Issaquah, Washington","Issaquah, Washington",-122.0326191,47.5301011
1881,Washington,Cities,Kennewick,1,1,0,0,0,0,0,1,0,0,0,1,82687,"Kennewick, Washington","Kennewick, Washington",-119.119948,46.2086683
1882,Washington,Cities,Kent,18,11,3,3,0,0,1,18,4,5,4,5,129870,"Kent, Washington","Kent, Washington",-122.2348432,47.3809335
1883,Washington,Cities,Kirkland,1,0,0,0,0,0,1,1,0,1,0,0,89805,"Kirkland, Washington","Kirkland, Washington",-122.2059833,47.6768927
1884,Washington,Cities,Lacey,1,1,0,0,0,0,0,1,1,0,0,0,50844,"Lacey, Washington","Lacey, Washington",-122.8232553,47.0358969
1885,Washington,Cities,Lake Forest Park,1,1,0,0,0,0,0,1,1,0,0,0,13504,"Lake Forest Park, Washington","Lake Forest Park, Washington",-122.283982,47.7601288
1886,Washington,Cities,Lake Stevens,1,1,0,0,0,0,0,1,0,0,0,1,33491,"Lake Stevens, Washington","Lake Stevens, Washington",-122.0637425,48.01509799999999
1887,Washington,Cities,Lakewood,6,6,0,0,0,0,0,6,1,2,2,1,60694,"Lakewood, Washington","Lakewood, Washington",-122.518458,47.1717649
1888,Washington,Cities,Longview,3,3,0,0,0,0,0,3,1,1,0,1,37720,"Longview, Washington","Longview, Washington",-122.9381672,46.1381676
1889,Washington,Cities,Lynden,1,1,0,0,0,0,0,1,0,0,1,0,14612,"Lynden, Washington","Lynden, Washington",-122.4529469,48.9428018
1890,Washington,Cities,Lynnwood,2,2,0,0,0,0,0,2,1,0,0,1,38620,"Lynnwood, Washington","Lynnwood, Washington",-122.3151314,47.8209301
1891,Washington,Cities,Marysville,5,4,1,0,0,0,0,5,2,2,0,1,70204,"Marysville, Washington","Marysville, Washington",-122.1770818,48.0517637
1892,Washington,Cities,Mill Creek,1,1,0,0,0,0,0,1,1,0,0,0,21234,"Mill Creek, Washington","Mill Creek, Washington",-122.2042966,47.8600971
1893,Washington,Cities,Monroe,3,3,0,0,0,0,0,3,2,0,1,0,19003,"Monroe, Washington","Monroe, Washington",-121.970958,47.8553772
1894,Washington,Cities,Morton,2,0,0,2,0,0,0,2,1,1,0,0,1164,"Morton, Washington","Morton, Washington",-122.2751046,46.5584421
1895,Washington,Cities,Mountlake Terrace,1,1,0,0,0,0,0,1,0,0,1,0,21549,"Mountlake Terrace, Washington","Mountlake Terrace, Washington",-122.3087405,47.7881528
1896,Washington,Cities,Mount Vernon,1,1,0,0,0,0,0,1,0,1,0,0,35550,"Mount Vernon, Washington","Mount Vernon, Washington",-122.3374543,48.4201105
